word,count
音乐,5
特种兵,5
记录,5
开放,5
饮品,5
大本钟,5
综艺,5
隐藏,5
明星,5
有趣,5
明信片,5
雪糕,5
酥脆,5
分店,5
沉浸,5
治愈,5
图书馆,5
拍摄,5
老街,5
地道,5
入口,5
取景,5
关闸,5
海滩,5
设计,5
观景台,5
视角,5
西湾,5
大桥,5
吃饭,5
款式,5
地址,5
美美,5
分为,5
干净,5
一般,5
避开,5
繁华,5
航班,5
闺蜜,5
龙虾肉,5
饱满,5
鞋子,5
限量,5
快乐,5
恋爱,5
顺便,5
品质,5
保利,5
豪华,5
小朋友,5
问题,5
字形,5
不到,5
手慢,5
想要,5
费用,5
购票,5
朋友圈,5
激流,5
洪瑞珍,5
滑梯,5
透明,5
专区,5
才能,4
身份证,4
落日,4
到达,4
个人,4
假装,4
绕路,4
反向,4
详细,4
最大,4
杏仁,4
演唱会,4
彩色,4
房子,4
公交站,4
口味,4
知道,4
最美,4
衣湾,4
粉色,4
老字号,4
椰子,4
澳门路,4
参考,4
不会,4
豪园,4
天气,4
暴走,4
热门,4
郊野,4
电影,4
听说,4
圣地,4
文化,4
超出,4
原本,4
使用,4
成功,4
下午茶,4
免单,4
程度,4
港币,4
天幕,4
商品,4
买买,4
去过,4
赌场,4
鹅黄色,4
机票,4
运价,4
突然,4
确定,4
票价,4
省钱,4
私藏,4
乐庭,4
意大利,4
菜单,4
安全,4
文艺,4
龙环,4
葡韵,4
影汇,4
标志性,4
天堂,4
建筑群,4
红色,4
灯光,4
调整,4
莱德,4
会员,4
成人,4
澳门币,4
香浓,4
肥美,4
无限,4
盛宴,4
取票,4
免费参观,4
主题,4
巧克力,4
工作人员,4
优惠券,4
花费,4
服务,4
美味,4
满满,4
小孩,4
外观,4
拥有,4
景色,4
不吃,4
大龙虾,4
鲜嫩,4
肉质,4
章鱼,4
热菜,4
水果,4
环境,4
水晶,4
天花板,4
回头,4
牌子,4
寄存,4
好喝,4
赌王,4
放心,4
流程,4
私信,4
运河,4
便捷,4
精致,4
自带,4
犹豫,4
火速,4
刺激,4
看尽,4
舞美,4
人数,4
生成,4
效果,4
容易,4
微调,4
意外,4
生图,4
关键,4
耗时,4
运营,4
乘船,4
支持,4
婚纱照,4
蓝天,4
价位,4
客厅,4
宫殿,4
张照,4
子房,4
洗漱,4
用品,4
眼睛,4
迷宫,4
故事,4
童装,4
套餐,4
豪华型,4
顺序,4
大潭,4
斜行,4
费力,4
正面,4
穿梭,4
下单,4
园区,4
冲浪,4
漂流,4
带上,4
旗下,4
购买,3
单纯,3
起床,3
收拾,3
新浦,3
最多,3
太久,3
导致,3
空调,3
东湖,3
指示牌,3
玻璃,3
注意,3
仔岛,3
准备,3
通行证,3
办理,3
左手边,3
绿色,3
达到,3
独家,3
小店,3
鱼缸,3
授权,3
买鞋,3
麦当劳,3
小路,3
蓝色,3
艺术,3
穹顶,3
少女,3
海岸线,3
义字,3
市井,3
老店,3
平价,3
老牌,3
主打,3
街市,3
传统,3
复古,3
人气,3
黄色,3
搭配,3
抵达,3
人间烟火,3
足够,3
惊艳,3
确实,3
龙爪,3
简单,3
秘境,3
公路,3
乡村,3
清新,3
咖啡店,3
特调,3
海景,3
设备,3
打开,3
上帝,3
下山,3
别墅,3
宁静,3
感谢,3
食店,3
葡币,3
结果,3
区域,3
活动,3
阿叔,3
挖掘,3
整理,3
显示,3
毕业,3
后悔,3
米粉,3
白色,3
人民币,3
穿过,3
兑换,3
折扣,3
店里,3
平台,3
适用,3
靠近,3
好找,3
关口,3
泽贤,3
澳币,3
甜度,3
时段,3
结束,3
提供,3
差异,3
提醒,3
波浪,3
氹仔区,3
担心,3
改期,3
只能,3
做到,3
还好,3
遇到,3
风险,3
挨着,3
金碧辉煌,3
吊灯,3
烤肉,3
属于,3
年轻人,3
女生,3
裙子,3
漂亮,3
马卡龙,3
装饰,3
加上,3
试试,3
拿捏,3
探索,3
先生,3
综合,3
船夫,3
元素,3
比如,3
华丽,3
瑞吉,3
小食,3
娱乐,3
礼宾,3
曲奇,3
出名,3
本土,3
衣服,3
帽子,3
杨枝金,3
阿尔法,3
牛杂,3
正宗,3
世界遗产,3
渔人,3
项目,3
追求,3
上网,3
清单,3
价格比,3
大巴,3
车程,3
路过,3
回到,3
后续,3
大人,3
旅途,3
开启,3
玩转,3
背景,3
优点,3
上下车,3
船票,3
粤港澳,3
跨境,3
国家,3
感兴趣,3
选对,3
帐篷,3
放电,3
核心区,3
延迟,3
手把手,3
观景,3
收获,3
路氹城,3
登顶,3
强烈,3
湖景,3
摄影,3
防晒,3
玩法,3
作业,3
狂喜,3
大牌,3
玩水,3
包括,3
滑水,3
嬉水,3
特惠,3
普通,3
丽思,3
卡尔顿,3
证件,3
携带,3
万豪,3
三丽鸥,3
老婆,3
相纸,3
白沙滩,3
超全,2
漫游,2
人群,2
地点,2
停留,2
逛到,2
小吃街,2
试吃,2
优衣,2
返回,2
遗憾,2
回去,2
极限,2
车费,2
一大,2
早起,2
日记,2
可拍,2
牛肉干,2
新岁,2
出道,2
超多,2
纸料,2
工作室,2
葡文,2
书局,2
泡泡,2
手店,2
大字,2
拿下,2
温柔,2
感好,2
节奏,2
张图,2
中心,2
旧址,2
豪宅,2
薄荷,2
亚婆井,2
居民,2
编辑部,2
岛民,2
新马路,2
面食,2
入味,2
街坊,2
怀旧,2
手工,2
清甜,2
福隆,2
外墙,2
小贴士,2
美食节,2
惬意,2
独特,2
超过,2
情况,2
来到,2
集中,2
闲逛,2
面馆,2
栈道,2
听海轩,2
比起,2
走走,2
亲测,2
天地,2
连贯,2
卫生站,2
涂鸦,2
日剧,2
冷门,2
环绕,2
参观,2
长椅,2
为准,2
大湾,2
广东,2
周边旅游,2
金额,2
代金券,2
相当于,2
汇率,2
付款,2
有效,2
手推车,2
手链,2
摄影师,2
最高,2
宠幸,2
希望,2
合集,2
活人,2
维景,2
土豆粉,2
门店,2
不算,2
市政,2
山海,2
金利,2
适中,2
像是,2
双皮奶,2
合影,2
介意,2
山景,2
最低,2
保留,2
街道,2
往右,2
张林,2
方济各,2
圣堂,2
很漂亮,2
巴洛克,2
地砖,2
环岛,2
欣赏,2
路凼城,2
时分,2
看不到,2
观察员,2
观察者,2
离开,2
台风,2
取消,2
重新,2
心疼,2
标准,2
甄选,2
无忧,2
规则,2
权益,2
海岛,2
不了,2
改签,2
额度,2
超重,2
没法,2
一家人,2
飞享,2
精力,2
扫街,2
午饭,2
内地,2
新开,2
精华,2
咏作,2
料理,2
出去,2
意式,2
酒廊,2
变成,2
吉祥,2
蓝蓝,2
辅食,2
原因,2
休闲,2
第一波,2
地球,2
溜子,2
鞋店,2
店员,2
鞋带,2
宠物,2
芭蕾,2
定制,2
工坊,2
最小,2
单位,2
丝滑,2
小巷,2
继续,2
榴莲,2
蓝天白云,2
英伦,2
电话亭,2
作为,2
收官,2
观光,2
体力,2
雕像,2
直行,2
夺少,2
跟风,2
空手,2
齐全,2
新款,2
具体位置,2
起订,2
门市价,2
充裕,2
懒觉,2
口感,2
紧实,2
深海,2
手掌心,2
火腿,2
上头,2
松软,2
并存,2
解腻,2
确认,2
展品,2
好玩,2
大马路,2
公众,2
兽首,2
看展,2
牛奶,2
星际,2
橘子,2
黄金树,2
门槛,2
迪拜,2
开心果,2
安德烈,2
糖朝,2
生命力,2
贴去,2
小镇,2
葡国,2
畅行,2
地理位置,2
时尚,2
特点,2
丰富,2
热闹,2
疯狂,2
回头客,2
爆满,2
神仙,2
不信,2
傻眼,2
太豪,2
睡懒觉,2
任炫,2
表皮,2
金黄,2
拉丝,2
是现,2
出品,2
配上,2
酱汁,2
人间,2
手掌,2
超肥,2
超鲜,2
长脚,2
鲜甜,2
可口,2
超长,2
牙口,2
鲜美,2
无比,2
触手,2
取决于,2
分量,2
超足,2
拼盘,2
寿司,2
生鱼片,2
日料,2
扇贝,2
翡翠,2
贝类,2
炒菜,2
沙拉,2
中西,2
大厨,2
水准,2
爆棚,2
品类,2
绝配,2
爆表,2
可颂,2
慕斯,2
提拉,2
米苏,2
脑袋,2
口福,2
别提,2
幸福,2
优雅,2
挑高,2
优惠价,2
门市,2
人流,2
拉到,2
对应,2
颜色,2
指引,2
选在,2
喜好,2
挑选,2
逗留,2
测评,2
喝完,2
顺道,2
解决,2
中午饭,2
背景图,2
藏品,2
一条街,2
亲民,2
铜锣,2
凉茶,2
粗面,2
晚饭,2
耗资,2
打造,2
感到,2
腿脚,2
酸痛,2
轻轨站,2
出关,2
照片,2
宝及,2
银行,2
认住,2
小姐姐,2
会差,2
看似,2
实则,2
公关,2
赠送,2
陷入,2
不止,2
算是,2
保守,2
估计,2
小便宜,2
说法,2
常规,2
明显,2
偏高,2
房卡,2
高峰期,2
夸张,2
忍受,2
可别,2
累着,2
达标,2
获得,2
赠房,2
转卖,2
送给,2
熟人,2
流入,2
市场,2
能免,2
渠道,2
技巧,2
能省,2
顺心,2
兼顾,2
便利性,2
繁琐,2
贴合,2
大众,2
获取,2
房源,2
王道,2
拥挤,2
加床,2
贝利,2
配备,2
干扰,2
娱乐区,2
巨星,2
配置,2
高品质,2
床品,2
玩累,2
回房,2
汇映,2
星汇,2
布局,2
巧妙,2
分隔,2
休息区,2
私密性,2
详情,2
人们,2
心心念念,2
无票,2
单通道,2
圆梦,2
救星,2
上线,2
突变,2
种草,2
焦虑,2
决定,2
想起,2
锁票,2
必看,2
视觉,2
告别,2
盲选,2
烦恼,2
功能,2
前排,2
水花,2
飞溅,2
观感,2
坐标,2
剧场,2
看过,2
炸裂,2
特效,2
跳水,2
屏住,2
呼吸,2
看完,2
值回,2
票源,2
紧张,2
急需,2
甩来,2
场次,2
急救,2
发给,2
不来,2
良心,2
置顶,2
感触,2
排版,2
放大,2
大量,2
文字,2
错误,2
痛苦,2
个别,2
错别字,2
修改,2
篡改,2
想像,2
精准,2
首选,2
珠海站,2
衔接,2
花园酒店,2
湾仔,2
场景,2
点对点,2
上门,2
港珠,2
广深,2
周边游,2
知名,2
构造,2
熟知,2
转乘,2
坐到,2
坐新,2
灿烂,2
地理,2
旧城区,2
字型,2
迪士尼,2
碰到,2
过三丽鸥,2
丰俭,2
宽裕,2
删减,2
蛮费腿,2
费腿,2
金沙,2
同价位,2
挤挤,2
行李箱,2
摊开,2
下沉,2
分开,2
走廊,2
浮雕,2
电梯间,2
楼梯,2
楼层,2
太值,2
想住,2
留言,2
美照,2
挤车,2
游乐区,2
便利,2
坠入,2
童话世界,2
白兔,2
看直,2
真人,2
演员,2
跳舞,2
绿茵,2
胜境,2
样式,2
娃能,2
茶歇太,2
茶歇区,2
知识,2
环形,2
巨幕,2
影片,2
认真,2
馆之宝,2
金箔,2
龙船,2
模型,2
入迷,2
紫禁城,2
珍宝,2
康熙,2
龙椅,2
气派,2
集齐,2
印章,2
区太,2
超市,2
特产,2
肉脯,2
不累,2
海景房,2
自动,2
超香,2
连住,2
避坑,2
套路,2
景观,2
独有,2
斜行式,2
霓虹,2
闪烁,2
科幻电影,2
制高点,2
最高点,2
死角,2
远眺,2
珠江口,2
交错,2
老城,2
同框,2
碰撞,2
效率,2
形成,2
中西文化,2
交融,2
旅行团,2
柔和,2
更佳,2
充满,2
南欧,2
婚纱,2
眺望,2
南海,2
碧水,2
天际线,2
相映,2
秒杀,2
顺光,2
湖面,2
顺路,2
交替,2
大腿,2
推开,2
复刻版,2
红金,2
流转,2
爱情,2
锁上,2
甜蜜,2
约会,2
野餐,2
逛累,2
承包,2
库存,2
有限,2
玩到,2
太空,2
小宝宝,2
爱好者,2
武汉,2
阴天,2
实用,2
入关,2
唱歌,2
埃菲尔铁塔,2
超赞,2
排除法,2
面积,2
肯定,2
澳門倫敦,2
送礼,2
台湾,2
闭眼,2
茶饼,2
本命,2
龙井,2
绿茶,2
回甘,2
不腻,2
大红袍,2
岩韵,2
外皮,2
长辈,2
黄油,2
奶香,2
心坎,2
凤梨,2
果肉,2
酸甜,2
繁盛,2
维密,2
登船,2
忘带,2
免票,2
开船,2
票种,2
夜游,2
实名制,2
候船,2
外套,2
船舱,2
恶劣,2
物品,2
晕船,2
听从,2
全天候,2
懒人,2
河漂流,2
四层楼,2
儿童乐园,2
攀爬,2
住客,2
看护,2
爸妈,2
包含,2
安达,2
大仓,2
进园,2
比基尼,2
帅哥美女,2
养足,2
眼福,2
沙子,2
发光,2
娃光,2
脚丫,2
浪花,2
老公,2
遮阳伞,2
到位,2
九宫格,2
椰林,2
泳圈,2
露天,2
泳池,2
巴斯,2
光年,2
背包,2
餐饮,2
人店,2
巨浪,2
浪漫生活,2
高考,2
数据,1
店铺,1
交通费,1
人流量,1
打完,1
好奇,1
伸手,1
饱饱,1
优衣库,1
库三楼,1
风范,1
暂停营业,1
要到,1
珍珠,1
年满,1
可惜,1
成为,1
留下,1
省力,1
指路,1
讲讲,1
议事厅,1
前地,1
仁慈,1
大楼,1
路费,1
花钱,1
查找,1
小票,1
雨伞,1
矿泉水,1
货币,1
包等,1
运营商,1
高美梅,1
点心,1
坐车,1
费时间,1
公交车,1
复制,1
要去,1
反复,1
玛特,1
公仔,1
多巴胺,1
连续,1
独栋,1
日系,1
为主,1
工装,1
上身,1
试穿,1
符纸,1
帆布包,1
街巷,1
小巧,1
信箱,1
造型,1
信店,1
直奔,1
茶味,1
超火,1
发售,1
张元英,1
芭蕾舞鞋,1
和玛丽,1
珍鞋,1
穿上去,1
公主,1
拖鞋,1
人手,1
上新,1
塔石,1
行政,1
打翻,1
调色盘,1
社工,1
麻风病院,1
何东,1
改建,1
岗顶,1
剧院,1
列入,1
名录,1
若瑟,1
修院,1
宗教,1
巴冷,1
登街,1
加思栏,1
桃红色,1
圆柱形,1
建筑物,1
聚居地,1
直通,1
大海,1
聚集地,1
扎堆,1
风味,1
华记,1
专家,1
超烧,1
烧味店,1
纸包,1
卤水,1
鸡翅,1
包装,1
昌盛,1
老饼,1
不变,1
紧邻,1
骑楼,1
洪馨,1
绵密,1
荣记,1
豆腐,1
豆腐花,1
凉粉,1
铁饼,1
格仔,1
外酥,1
香气,1
干货,1
海味,1
凉果,1
集体,1
记忆,1
岭南,1
墨绿,1
窗框,1
环球,1
肉干,1
吆喝,1
全都,1
圈内,1
别光,1
人情味,1
最好,1
附免,1
良好,1
静谧,1
步数,1
天主教堂,1
逛完,1
鱼翅,1
汤面,1
路程,1
往前走,1
树荫,1
暴晒,1
海轩,1
散步,1
来路,1
后坐,1
大会堂,1
排湾,1
黑沙,1
天晴,1
看见,1
卫生,1
站长,1
粉白,1
配色,1
天主堂,1
黄配蓝,1
韦斯,1
安德森,1
画面,1
发呆,1
好像,1
闯进,1
童话,1
连人,1
清爽,1
摆满,1
黑胶,1
唱片,1
咖啡馆,1
心形,1
树洞,1
不准,1
发生,1
青春,1
组图,1
清楚,1
哈苏,1
超清,1
模式,1
实况,1
调太,1
海风,1
现成,1
滤镜,1
不可,1
粽教,1
古树,1
遇上,1
奶油色,1
连同,1
妈阁庙,1
郑家,1
大屋,1
定位,1
关闭,1
公告,1
游览,1
新益,1
完用,1
埋单,1
付完,1
字样,1
抽中,1
白吃,1
万佳,1
只付,1
指定,1
线下,1
页面,1
很小,1
银色,1
长方形,1
手快,1
持续,1
据说,1
餐饮店,1
等额,1
机率,1
开通,1
扣子,1
座堂,1
镜子,1
幸运儿,1
被宠,1
老爸,1
买酒,1
时支,1
差点,1
几秒钟,1
运气,1
完别,1
队长,1
店名,1
北京,1
海冠,1
底层,1
辣度,1
吃辣,1
宝贝,1
点中,1
黑色,1
四川,1
底料,1
小米,1
海带,1
毛肚,1
莴笋,1
配菜,1
素菜,1
收款,1
一付,1
珍珠奶茶,1
向右转,1
甜点,1
向前走,1
用券,1
扶手,1
饰品,1
件数,1
原价,1
均摊,1
苦苦,1
正品,1
代购,1
带回家,1
放图,1
能量,1
老规矩,1
和氹仔,1
新城区,1
铧龙,1
是从,1
天神,1
巷店,1
雀仔園,1
回来,1
圣物,1
宝库,1
胆子,1
伙伴,1
看一看,1
天主教,1
果冻,1
质地,1
下层,1
太晚,1
信街,1
挺好吃,1
记手,1
股炭,1
烤味,1
大炮,1
墨鱼,1
鸡米,1
河粉,1
无感,1
老板,1
卖完,1
小宝,1
点位,1
打算,1
有所,1
帮助,1
惊魂,1
磁场,1
赶去,1
近路,1
背阴,1
公墓区,1
秉承,1
敬畏,1
南北,1
忌讳,1
大叔,1
狗狗,1
壮胆,1
走到,1
独立,1
住宅,1
片区,1
人气儿,1
好转,1
放松,1
友善,1
傻子,1
翻山,1
走过,1
组成,1
并列,1
开发,1
原始,1
低矮,1
蜿蜒,1
窄巷,1
临海,1
休憩,1
渔船,1
渔村,1
生活节奏,1
总店,1
正对面,1
吃掉,1
柠茶,1
着解,1
建于,1
韩剧,1
闻名,1
铺就,1
谭公庙,1
香火很盛,1
供奉,1
谭仙圣,1
鲸骨,1
制成,1
龙舟,1
颇具,1
上山,1
完善,1
行径,1
系统,1
沙龙,1
爪角,1
坐下,1
静静,1
晚霞,1
夜幕,1
东南亚,1
拍完,1
明白,1
兵房,1
小潭山,1
头疼,1
扣费,1
严重,1
影响,1
心情,1
学乖,1
舱位,1
退改,1
战利品,1
同事,1
突发状况,1
婴儿车,1
发烧,1
退票,1
付费,1
出差,1
商务,1
豪华车,1
数字,1
上退,1
成本,1
一分钱,1
刀刃,1
东莞,1
线路,1
人领,1
不好意思,1
要求,1
松弛,1
商家,1
礼貌,1
主旋律,1
渡假村,1
吃到,1
亚洲,1
汲取,1
欧洲,1
市集,1
美学,1
拱门,1
超人气,1
饺子,1
新加坡,1
国民,1
新派,1
印度,1
潮汕,1
食材,1
劲道,1
弹牙,1
爽脆,1
接地,1
探鱼,1
西塔,1
老太太,1
泥炉,1
小串,1
东北,1
烧烤,1
停不下来,1
柠檬树,1
蔚蓝,1
南意,1
热烈,1
鲜活,1
明媚,1
菜油,1
鱼刺,1
身配,1
柑橘,1
辣汁,1
乳豬,1
满口,1
留香,1
南门,1
宝格丽,1
人会,1
去一趟,1
牙买加,1
蓝山,1
香醇,1
带有,1
环境优美,1
酒吧,1
香奈儿,1
整点,1
湖畔,1
意廊,1
情报官,1
舒芙蕾,1
落地,1
露背,1
连衣裙,1
蛐蛐,1
打扮,1
保护,1
高跟鞋,1
没往,1
灰色,1
产业,1
独行,1
女性,1
奇怪,1
偶遇,1
玛丽,1
太酷,1
转角,1
新店,1
鞋牌,1
最吸睛,1
蝴蝶结,1
色彩,1
色系,1
排列,1
糖果,1
奶油,1
薄底,1
运动鞋,1
鞋底,1
云朵,1
私服,1
开幕,1
限时,1
组合,1
爱心,1
标志,1
基础,1
鞋花,1
优先,1
纪念,1
意义,1
乐福鞋,1
圣诞礼物,1
店门口,1
超大,1
购物袋,1
不费腿,1
邀请,1
搭子,1
脉搏,1
起点,1
大菠萝,1
气息,1
收藏品,1
旧街,1
明艳,1
牌坊下,1
墓室,1
品尝,1
转场,1
行动,1
巴士站,1
莫义记,1
山王,1
大利,1
来记,1
畅游,1
全部,1
人行天桥,1
连接,1
穿行,1
走进,1
水城,1
永远都是,1
高歌,1
凭感觉,1
维多利亚,1
亮灯,1
壮观,1
巨大,1
等到,1
天黑,1
交织,1
场面,1
旅程,1
句号,1
零钱,1
重要,1
灵活,1
放在,1
大门,1
大厅,1
右转,1
劳力士,1
左转,1
积分,1
果汁,1
供应,1
件套,1
带路,1
高梅,1
人家,1
打动,1
进入,1
蝴蝶,1
飞舞,1
先进,1
视觉效果,1
写下,1
信件,1
反光,1
富贵,1
实用信息,1
波尔图,1
街站,1
飘带,1
神秘,1
海域,1
邂逅,1
丝路,1
遗珍,1
即止,1
营业时间,1
最值,1
朱古力,1
啊啊啊,1
厚实,1
味贼,1
冷冻,1
加热,1
流心,1
爆炸,1
无敌,1
问问,1
带你去,1
激活,1
拿到,1
违归,1
橙色,1
别跑,1
注册,1
下没,1
想买,1
杏仁酥,1
圣水,1
觅食,1
棉花,1
糖皮,1
英记,1
饼家,1
品芳,1
干柴,1
派克,1
炸鸡,1
外壳,1
油腻,1
卖点,1
盛世,1
发苦,1
日本料理,1
中文,1
看不懂,1
叫法,1
点菜,1
乌龙,1
服务态度,1
很好,1
咖啡厅,1
雪玉,1
冰淇淋,1
必喝,1
大学生,1
爱吃,1
记住,1
老奶奶,1
游走,1
世遗,1
不留,1
浓缩,1
困难,1
芒果,1
喜莲,1
长洲,1
糯米,1
香甜,1
度假区,1
去路,1
葡萄牙,1
创始,1
出炉,1
查氏,1
陈胜,1
非洲,1
送回,1
想停,1
司机,1
熟路,1
走弯路,1
照着,1
分得清,1
名字,1
很大,1
小易,1
透彻,1
金色,1
玻璃幕墙,1
珠宝,1
堆叠,1
复式,1
高贵典雅,1
呼应,1
南中国海,1
美景,1
规模,1
较大,1
类型,1
美艺,1
天乐,1
新颖,1
现代化,1
注重,1
人文,1
典雅,1
双人,1
单日,1
涵盖,1
指南,1
高铁,1
南站,1
青茂,1
乐峰,1
沙园,1
地铁,1
巴巴,1
程序,1
订票,1
覆盖,1
限制,1
补充,1
单程,1
自驾,1
座车,1
可坐,1
坐满,1
可约,1
安全性,1
高效,1
送到,1
两地,1
地牌,1
专车,1
澳門,1
游乐场,1
位于,1
处于,1
黄金地段,1
官网,1
度假村,1
莲花,1
连通,1
王牌,1
恒温,1
烈日炎炎,1
体感,1
游乐,1
过山车,1
全城,1
模拟器,1
个造浪池,1
星空,1
天崖,1
海角,1
水池,1
洒落,1
拥抱,1
冲天,1
水龙卷,1
水桶,1
控制台,1
绿野,1
游踪,1
热带,1
森林,1
漂行,1
人工,1
挖沙,1
正式,1
双园,1
联票,1
订购,1
规划,1
窗机,1
碎石,1
路面,1
皇家,1
卫兵,1
换岗,1
英国,1
打烊,1
草坪,1
云吞面,1
多达,1
挑出,1
心意,1
目光,1
排除,1
陈旧,1
走道,1
珀斯,1
科技,1
赛博,1
朋克,1
风拉,1
堪比,1
靠山,1
舒适度,1
过于,1
心动,1
床边,1
楼梯扶手,1
略显,1
代订,1
随机性,1
符合,1
审美,1
实在,1
浴室,1
常见,1
大理石,1
替代性,1
平起,1
吸引,1
写字楼,1
评价,1
会选,1
开业,1
年头,1
筛选,1
路易,1
考虑,1
秉持着,1
想法,1
才值,1
人选,1
看法,1
查验,1
证明,1
身份,1
年龄,1
户口本,1
紧俏,1
小童,1
长者,1
陪同,1
输入,1
个人信息,1
持票,1
无法,1
特殊,1
珠海市,1
香洲区,1
装备,1
必备,1
防晒霜,1
遮阳帽,1
墨镜,1
着装,1
平底鞋,1
游船,1
走动,1
温度,1
甲板,1
上风,1
以防,1
着凉,1
电子设备,1
保证,1
电量,1
充足,1
三脚架,1
辅助,1
客轮,1
航行,1
雷电,1
大雾,1
暴雨,1
票款,1
全额,1
退还,1
禁止,1
易燃易爆,1
汽油,1
柴油,1
烟花爆竹,1
孔明灯,1
上船,1
服用,1
客舱,1
注意安全,1
防止,1
落水,1
实际,1
留意,1
通知,1
愉快,1
人票,1
悬空,1
登舱,1
夕阳,1
专注,1
旅行社,1
宝妈,1
好评,1
双园区,1
戏水,1
蹦床,1
下雨天,1
神器,1
人造,1
充气,1
隧道,1
波波,1
喝杯,1
超高,1
异域,1
坐在,1
兴奋,1
歷險,1
游戏,1
金光,1
会展,1
踩水,1
画画,1
投影,1
接驳,1
大酒店,1
餐具,1
可找,1
交给,1
滑道,1
冲下来,1
失重,1
浅滩,1
喷水,1
装置,1
家长,1
总算,1
口气,1
透过,1
树叶,1
夸夸,1
储物柜,1
遮阳,1
地儿,1
帮带,1
淋浴间,1
专用,1
沐浴露,1
单买,1
点能,1
歇会儿,1
购物狂,1
玩偶,1
挂件,1
草莓,1
毛绒玩具,1
存钱罐,1
回忆,1
美乐蒂,1
库洛米,1
吉伊,1
乌萨奇,1
彩妆,1
护肤,1
